date,agency,subject,message,station,cause
11/23/22 3:42 PM,NYC,"BKLYN, D Train, Trains Rerouted","Northbound D trains are running via the N line from Coney Island-Stillwell Av to 36 St. If your stop is skipped, take a southbound train. We are working to correct a mechanical problem on a train at Bay 50 St.",Bay 50 St,mechanical problem
11/23/22 3:33 PM,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we moved a train that had its brakes activated at Neck Rd.,Neck Rd,brake
11/23/22 3:07 PM,NYC,"BX, 1 Train, Delays",1 trains are delayed entering and leaving Van Cortlandt Park-242 St while we address a mechanical problem on a train at that station.,Van Cortlandt Park-242 St while we address a mechanical problem on a train at that station,mechanical problem
11/23/22 3:03 PM,NYC,"MANH, 4 and 5 Trains, Delays",Northbound 4/5 trains are delayed while we remove a train car in need of cleaning from service at Wall St.,Wall St,remove a train
11/23/22 2:28 PM,NYC,"BKLYN, N and R Trains, Delays",Southbound N/R trains are delayed while EMS responds to someone in need of medical help at 59 St.,59 St,EMS
11/23/22 1:59 PM,NYC,"BKLYN, D and N Trains, Express to Local",Southbound D trains run local from Atlantic Av-Barclays Ctr to 36 St. Southbound N trains run local from Atlantic Av-Barclays Ctr to 59 St. We're investigating the cause of a train's brakes activating at 25 St on the express track.,25 St on the express track,brake
11/23/22 1:55 PM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are running with delays after we removed a train with a mechanical problem from service at Houston St.,Houston St,mechanical problem
11/23/22 1:17 PM,NYC,"MANH, R Train, Delays",Southbound R trains are running with delays after we removed a train with a door problem from service at Whitehall St-South Ferry.,Whitehall St-South Ferry,door
11/23/22 12:59 PM,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while EMS responds to someone in need of medical help at 14 St.,14 St,EMS
11/23/22 11:39 AM,NYC,"BX, 6 Train, Delays",6 trains are getting back on schedule after we addressed a signal problem at Pelham Bay Park.,Pelham Bay Park,signal
11/23/22 11:20 AM,NYC,"MANH, E Train, Delays",Southbound E trains are delayed while we remove a train with a mechanical problem from service at 50 St.,50 St,remove a train
11/23/22 10:34 AM,NYC,"BX, 6 Train, Delays",6 trains are delayed in both directions while we address a signal malfunction at Pelham Bay Park.,Pelham Bay Park,signal
11/23/22 10:26 AM,NYC,"QNS, J Train, Delays",Broad St-bound J trains are running with delays after NYPD responded to someone who was being disruptive on a train at 104 St.,104 St,disruptive
11/23/22 8:36 AM,NYC,"BKLYN, D and N Trains, Delays",Southbound D/N trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at Atlantic Av-Barclays Ctr,Atlantic Av-Barclays Ctr,disruptive
11/23/22 8:12 AM,NYC,"QNS, M and R Trains, Delays",Southbound R and Metropolitan Ave-bound M trains are running with delays after we removed a train with a door problem from service at Forest Hills-71 Av.,Forest Hills-71 Av,door
11/23/22 6:49 AM,NYC,"BX, BKLYN, 2 and 5 Trains, Trains Rerouted",Southbound 5 trains are running on the 2 line from 149 St-Grand Concourse to Nevins St. We're investigating why a train's brakes were activated at Borough Hall.,Borough Hall,brake
11/23/22 5:38 AM,NYC,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are running with delays after we concluded an investigation at 14 St-Union Sq.,14 St-Union Sq,investigation
11/23/22 2:47 AM,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we remove a vandalized train from service at 149 St-Grand Concourse.,149 St-Grand Concourse,vandalized
11/23/22 2:21 AM,NYC,"BKLYN, F and G Trains, Local to Express","Southbound F/G trains are running express from Smith-9 Sts to Church Av. Our crews are replacing rails near 7 Av. For service to/from bypassed stations, take a northbound train.",7 Av,rail
11/23/22 1:41 AM,NYC,"BKLYN, 2 Train, Delays",Northbound 2 trains are delayed while emergency teams respond to a person struck by a train at Church Av.,Church Av,person struck
11/23/22 1:00 AM,NYC,"BX, D Train, Local to Express","Northbound D trains are running express from 161 St-Yankee Stadium to Fordham Rd. EMS is responding to someone in need of medical help at 174-175 Sts. For service to/from bypassed stations, take a southbound train.",174-175 Sts,EMS
11/23/22 12:29 AM,NYC,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we request NYPD assistance for a person being disruptive at Whitehall St-South Ferry. Some northbound R trains will end at Court St.,Whitehall St-South Ferry,disruptive
11/22/22 11:20 PM,NYC,"BX, D Train, Delays",Southbound D trains are delayed while we investigate why a train's brakes were activated at Bedford Park Blvd.,Bedford Park Blvd,brake
11/22/22 11:15 PM,NYC,"BX, D Train, Delays",Southbound D trains are delayed while we conduct an investigation at Kingsbridge Rd.,Kingsbridge Rd,investigation
11/22/22 10:44 PM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train in need of cleaning from service at 59 St.,59 St,remove a train
11/22/22 10:27 PM,NYC,"MANH, L Train, Delays",L trains are delayed in both directions while we get medical help for someone at 14 St-Union Sq.,14 St-Union Sq,medical help
11/22/22 10:11 PM,NYC,"MANH, F Train, Delays",Southbound F trains are delayed while NYPD conducts an investigation at Broadway-Lafayette St.,Broadway-Lafayette St,investigation
11/22/22 9:12 PM,NYC,"QNS, R Train, Delays",Southbound R trains are running with delays after our crews removed debris from the track at Grand Av-Newtown.,Grand Av-Newtown,debris
11/22/22 8:39 PM,NYC,"BKLYN, MANH, L Train, Delays",Canarsie-Rockaway Pkwy-bound L trains are delayed while we investigate why a train's brakes were activated at 1 Av.,1 Av,brake
11/22/22 6:51 PM,NYC,"BKLYN, 4 and 5 Trains, Express to Local",Southbound 4/5 trains are running local from Atlantic Av-Barclays Ctr to Franklin Av-Medgar Evers College. We are removing a train with a mechanical problem from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,mechanical problem
11/22/22 6:41 PM,NYC,"MANH, J and M Trains, Delays",71 Av-bound M and Broad St-bound J trains are delayed while we request EMS assistance for someone in need on a train at Delancey St-Essex St.,Delancey St-Essex St,EMS
11/22/22 6:40 PM,NYC,"BKLYN, 4 and 5 Trains, Delays",Southbound 4/5 trains are running with delays after NYPD completed an investigation at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,investigation
11/22/22 6:36 PM,NYC,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we request EMS assistance for someone in need on a train at Broadway-Lafayette St.,Broadway-Lafayette St,EMS
11/22/22 6:21 PM,NYC,"MANH, 4, 5, and 6 Trains, Local to Express",Northbound 6 trains are express from 14 St-Union Sq to Grand Central-42 St. Expect delays in 4/5 service. We are working to correct a door problem on a train at 28 St.,28 St,door
11/22/22 5:23 PM,NYC,"BKLYN, B Train, Delays",Southbound B trains are delayed while we address a signal problem near Church Av.,Church Av,signal
11/22/22 5:03 PM,NYC,"QNS, M and R Trains, Delays",Middle Village-bound M and Bay Ridge-bound R trains are delayed while we investigate a report of a person being disruptive at Woodhaven Blvd.,Woodhaven Blvd,disruptive
11/22/22 4:50 PM,NYC,"BKLYN, 4 Train, Delays",Northbound 4 trains are running with delays after we investigated a report of people being disruptive on a train at Crown Hts-Utica Av.,Crown Hts-Utica Av,disruptive
11/22/22 4:34 PM,NYC,"BKLYN, Franklin Av S Train, Delays",FS trains are running with delays in both directions after we removed a train with a mechanical problem from service at Franklin Av.,Franklin Av,mechanical problem
11/22/22 3:59 PM,NYC,"MANH, A, B, and D Trains, Delays",Northbound A/B/D trains are running with delays after we addressed a switch problem near 59 St-Columbus Circle. Trains have resumed arriving on their designated track.,59 St-Columbus Circle,switch
11/22/22 3:47 PM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we requested EMS assistance for a person in need at Nostrand Av.,Nostrand Av,EMS
11/22/22 2:55 PM,NYC,"MANH, E, F, and M Trains, Delays",Jamaica-bound E/F and 71 Av-bound M trains are delayed while we request EMS assistance for a person in at 5 Av/53 St.,5 Av/53 St,EMS
11/22/22 2:50 PM,NYC,"MANH, A, B, and D Trains, Multiple Changes",Board northbound B trains on the express track at 59 St-Columbus Circle. Expect delays in A/B/D service while trains share tracks. What's Happening? We're addressing a switch problem near 59 St-Columbus Circle.,59 St-Columbus Circle,switch
11/22/22 2:22 PM,NYC,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we request NYPD for a person being disruptive at Hunts Point Av.,Hunts Point Av,disruptive
11/22/22 2:12 PM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes",Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. W service is suspended. What's Happening? We're repairing a rail near 34 St-Herald Sq. Additional Service Updates Q trains are running with delays in both directions. Q trains have resumed making regular stops. Expect delays in N/R service while trains share tracks.,34 St-Herald Sq,rail
11/22/22 1:46 PM,NYC,"MANH, B and C Trains, Local to Express",Southbound B/C trains are running on the express track from 125 St to 59 St while we remove a train with a door problem from service at 125 St.,125 St,remove a train
11/22/22 1:18 PM,NYC,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train that needs cleaning from service at Hunts Point Av.,Hunts Point Av,remove a train
11/22/22 12:49 PM,NYC,"BKLYN, F Train, Delays",F trains are running with delays in both directions after we requested NYPD assistance with people being disruptive at Avenue X.,Avenue X,disruptive
11/22/22 12:29 PM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are disrupted in Manhattan while we repair a rail at 34 St-Herald Sq. W service is suspended the entire line. Southbound Q trains are running on the F line from Lexington Av/63 St to 42 St-Bryant Pk, then along the B line DeKalb Av. Southbound N trains are running on the local track from 34 St-Herald Sq to Canal St. Southbound R trains are delayed while they share the same track with rerouted N trains.",34 St-Herald Sq,rail
11/22/22 12:16 PM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are running express from 34 St-Herald Sq to Canal St. Southbound R/W trains are delayed while they share the same track with rerouted trains. Some southbound R trains are running on the F line from 36 St to 42 St-Bryant Pk, then along the B line to DeKalb Av. We're repairing a rail at 34 St-Herald Sq.",34 St-Herald Sq,rail
11/22/22 12:13 PM,NYC,"BX, 4 Train, Delays",Northbound 4 trains are running with delays after we requested NYPD assistance for someone being disruptive on a train at Burnside Av.,Burnside Av,disruptive
11/22/22 12:13 PM,NYC,"QNS, J Train, Delays",J trains are delayed in both directions while EMS responds to someone in need of medical help at Sutphin Blvd-Archer Av-JFK Airport.,Sutphin Blvd-Archer Av-JFK Airport,EMS
11/22/22 11:58 AM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after we requested EMS for someone in need of assistance on a train at Grand Central-42 St.,Grand Central-42 St,EMS
11/22/22 11:54 AM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes","Southbound N/Q trains are running on the local track from 34 St-Herald Sq to Canal St. We're investigating the cause of a train's brakes activating at 34 St-Herald Sq. Southbound R/W trains are delayed while they share the same track with rerouted trains. Some southbound R trains are running on the F line from 36 St to 42 St-Bryant Pk, then along the B line to DeKalb Av.",34 St-Herald Sq,brake
11/22/22 11:47 AM,NYC,"MANH, N, Q, R, and W Trains, Multiple Changes",Southbound N/Q trains are running on the local track from 34 St-Herald Sq to Canal St. We're investigating the cause of a train's brakes activating at 34 St-Herald Sq. Southbound R/W trains are delayed while they share the same track with rerouted trains.,34 St-Herald Sq,brake
11/22/22 11:44 AM,NYC,"BKLYN, 2 Train, Delays",Northbound 2 trains are running with delays after we removed a train with a mechanical problem from service at Flatbush Av-Brooklyn College.,Flatbush Av-Brooklyn College,mechanical problem
11/22/22 10:43 AM,NYC,"BKLYN, F and G Trains, Local to Express",Northbound F/G trains are running express from Church Av to Smith-9 Sts while our trash collection train works between those stations.,those stations,trash
11/22/22 9:34 AM,NYC,"MANH, 2 and 3 Trains, Express to Local",Southbound 2/3 trains are running local from 72 St to Times Sq-42 St while NYPD responds to individuals being disruptive on a train at 72 St. Expect delays in southbound 1 service while they share the track with rerouted trains.,72 St,disruptive
11/22/22 9:23 AM,NYC,"BKLYN, QNS, G Train, Delays",Court Sq-bound G trains are running with delays after EMS responded to someone in need at Broadway.,Broadway,EMS
11/22/22 9:14 AM,NYC,"MANH, 1 Train, Delays",1 trains are running with delays in both directions while FDNY responds to reports of a track fire near South Ferry.,South Ferry,fire
11/22/22 9:02 AM,NYC,"QNS, N and W Trains, Delays",Southbound N/W trains are running with delays after NYPD removed someone who was being disruptive on a train at Queensboro Plaza.,Queensboro Plaza,disruptive
11/22/22 8:20 AM,NYC,"BX, 2 Train, Delays",Southbound 2 trains are delayed while we remove a train with a door problem from service at Bronx Park East.,Bronx Park East,remove a train
11/22/22 7:43 AM,NYC,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are running with delays after we addressed a mechanical problem on a train at Bushwick Av-Aberdeen St.,Bushwick Av-Aberdeen St,mechanical problem
