index,date,agency,subject,message,station,cause
1073,11/21/22 1:51,NYC,"MANH, N and Q Trains, Delays",Northbound N/Q trains are delayed while we address a door problem on a train at Lexington Av/59 St.,Lexington Av/59 St,door
1074,11/21/22 1:22,NYC,"QNS, 7 Train, Slow Speeds",Flushing-bound 7 trains are running at slower speeds near Flushing-Main St while we address a signal malfunction in the area.,Flushing-Main St,signal
1076,11/21/22 1:03,NYC,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are delayed while we request NYPD assistance with people being disruptive on a train at 116 St.,116 St,disruptive
1077,11/21/22 0:16,NYC,"BKLYN, Q Train, Delays",Northbound Q trains are running with delays after we moved a train that had its brakes activated at Newkirk Plaza. Northbound Q trains have resumed making local stops from Kings Hwy to Prospect Park.,Newkirk Plaza,brake
1078,11/20/22 23:57,NYC,"BKLYN, Q Train, Local to Express","Northbound Q trains are running express from Kings Hwy to Prospect Park while we investigate what caused a train's brakes to activate at Newkirk Plaza. For service to/from bypassed stations, take a southbound Q train.",Newkirk Plaza,brake
1080,11/20/22 23:40,NYC,"BKLYN, A Train, Delays",Southbound A trains are delayed while we remove a train car in need of cleaning from service at Jay St-MetroTech.,Jay St-MetroTech,cleaning
1082,11/20/22 23:01,NYC,"BKLYN, L Train, Delays",Myrtle-Wyckoff Avs-bound L trains are running with delays after an NYPD investigation was completed on a train at Broadway Junction. Planned Work Reminder: There is no L service between Myrtle-Wyckoff Avs and Lorimer St. L trains run in two sections: 1. Between Canarsie-Rockaway Pkwy and Myrtle-Wyckoff Avs 2. Between Lorimer St and 8 Av shuttle bus icon Free shuttle buses make stops between Myrtle-Wyckoff Avs and Lorimer St.,Broadway Junction,investigation
1085,11/20/22 22:27,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are delayed while we remove a train car in need of cleaning from service at 57 St-7 Av.,57 St-7 Av,cleaning
1087,11/20/22 22:04,NYC,"BX, 4 Train, Delays",Southbound 4 trains are delayed while we remove a train with a mechanical problem from service at Kingsbridge Rd.,Kingsbridge Rd,mechanical problem
1088,11/20/22 21:46,NYC,"BKLYN, A and C Trains, Delays",Southbound A/C trains are delayed while crews address a signal problem near Lafayette Av.,Lafayette Av,signal
1092,11/20/22 21:33,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while crews address a mechanical problem on a train at 79 St.,79 St,mechanical problem
1094,11/20/22 21:06,NYC,"BKLYN, J Train, Delays",Jamaica Center-bound J trains are delayed while NYPD responds to a person being disruptive at Broadway Junction.,Broadway Junction,disruptive
1096,11/20/22 19:56,NYC,"1, 2, and 3 Trains, Multiple Changes","1/2/3 trains are running with extensive delays in both directions after our crews removed water from the tracks following a water main break near Canal St. Southbound 1 trains will skip Canal St while crews complete cleaning the station following a water main break in the area. For service to/from Canal St, take a northbound 1 train.",Canal St,water
1100,11/20/22 18:49,NYC,"MANH, L Train, Delays",L trains are delayed in both directions while we request NYPD for an unauthorized person on the tracks at 1 Av.,1 Av,unauthorized person
1102,11/20/22 18:41,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are delayed while we remove a train car in need of cleaning from service at Astor Pl.,Astor Pl,cleaning
1103,11/20/22 18:38,NYC,"MANH, A Train, Delays",Northbound A trains are delayed because of debris on the track at 168 St.,168 St,debris
1106,11/20/22 16:13,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while NYPD responds to people being disruptive on a train at Hoyt-Schermerhorn Sts.,Hoyt-Schermerhorn Sts,disruptive
1107,11/20/22 16:09,NYC,"MANH, L Train, Delays",L trains are delayed in both directions while crews investigate a temporary loss of third rail power near 8 Av.,8 Av,loss of power
1108,11/20/22 15:38,NYC,"BX, 1 Train, Delays",Southbound 1 trains are running with delays after we moved a train that had its brakes activated near 238 St.,238 St,brake
1111,11/20/22 14:59,NYC,"BKLYN, C Train, Delays",Northbound C trains are delayed while we investigate why a train's brakes were activated at Euclid Av.,Euclid Av,brake
1112,11/20/22 14:52,NYC,"MANH, N, Q, and R Trains, Local to Express","Southbound N/Q/R trains are running on the express track from 34 St-Herald Sq to Canal St. We are investigating why a train's brakes were activated at 14 St-Union Sq. For service to/from bypassed stations, take a northbound train.",14 St-Union Sq,brake
1113,11/20/22 14:49,NYC,"MANH, N, Q, and R Trains, Delays",Southbound N/Q/R trains are running with delays after EMS/NYPD responded to a person in need at 49 St. Southbound N/Q/R trains have resumed running on the local track from 57 St-7 Av to Times Sq-42 St.,49 St,EMS
1114,11/20/22 14:35,NYC,"MANH, N, Q, and R Trains, Local to Express","Southbound N/Q/R trains are running on the express track from 57 St-7 Av to Times Sq-42 St while we request EMS/NYPD for a person in need at 49 St. For service to/from bypassed stations, take a northbound train.",49 St,EMS
1117,11/20/22 13:28,NYC,"QNS, F Train, Delays",Northbound F trains are delayed while we address a door problem on a train at 21 St-Queensbridge.,21 St-Queensbridge,door
1118,11/20/22 12:57,NYC,"MANH, E Train, Delays",E trains are running with delays in both directions after we moved a train that had its brakes activated near Lexington Av/53 St . E train service has resumed between World Trade Center and W 4 St-Wash Sq in both directions. Northbound trains E have resumed running regular service from 2 Av to Jamaica-179 St.,Lexington Av/53 St,brake
1121,11/20/22 12:07,NYC,"QNS, E Train, Delays",Jamaica-179 St-bound E trains are delayed while we investigate what caused a train's brakes to activate in the 53rd St tunnel between Queens and Manhattan.,53rd St,brake
1122,11/20/22 11:59,NYC,"BX, BKLYN, MANH, 1, 2, 3, and 5 Trains, Multiple Changes","No 3 between Fulton St and 96 St. 2 via 5 between Nevins St and 149 St-Grand Concourse both directions. No 1 between 14 St and South Ferry. Emergency services are responding to a water main break at Canal St. For travel alternatives between Brooklyn and Manhattan, consider using N/Q/R/A/C/F/4 trains.",Canal St,water
1125,11/20/22 10:42,NYC,"MANH, 1 Train, Delays",Southbound 1 trains are delayed while FDNY responds to reports of water on the track at Canal St.,Canal St,water
1126,11/20/22 10:38,NYC,"MANH, 2 and 3 Trains, Delays",Southbound 2/3 trains are delayed while we remove a train with a mechanical problem from service at 34 St-Penn Station.,34 St-Penn Station,mechanical problem
1128,11/20/22 10:05,NYC,"SI, SIR Train, Boarding Change","St George-bound SIR trains are boarding from the Tottenville-bound platform at the Jefferson Av, Dongan Hills, and Old Town stations. We are conducting emergency track maintenance at the Jefferson Av, Dongan Hills, and Old Town stations.",na,track maintenance
1130,11/20/22 8:39,NYC,"MANH, C and E Trains, Delays",Southbound C/E trains are delayed while we request emergency services to respond to someone who was struck by a train at 42 St-Port Authority Bus Terminal.,42 St-Port Authority Bus Terminal,struck by a train
1132,11/20/22 7:59,NYC,"BKLYN, MANH, J Train, Delays",Broad St-bound J trains are delayed while we request NYPD assistance for an individual being disruptive on a train at Norwood Av.,Norwood Av,disruptive
1133,11/20/22 7:35,NYC,"MANH, A Train, Delays",Northbound A trains are running with delays after we addressed a door problem on a train at Canal St.,Canal St,door
1136,11/20/22 7:12,NYC,"MANH, D and F Trains, Delays",Northbound D/F trains are delayed while we request FDNY assistance for reports of a track fire at 34 St-Herald Sq.,34 St-Herald Sq,FDNY assistance
1138,11/20/22 6:42,NYC,"MANH, 4 and 6 Trains, Delays",Southbound 4/6 trains are delayed while we request NYPD assistance for an unauthorized person on the tracks at Spring St.,Spring St,unauthorized person
1140,11/20/22 4:06,NYC,"QNS, 7 Train, Delays",7 trains are running with delays in both directions after we addressed a signal malfunction at Flushing-Main St. 7 trains have resumed making stops between Mets-Willets Point and Flushing-Main St in both directions.,Flushing-Main St,signal
1145,11/20/22 3:40,NYC,"MANH, 3 Train, Delays",Northbound 3 trains are delayed while we address a door problem on a train at 72 St.,72 St,door
1150,11/20/22 2:59,NYC,"QNS, 7 Train, Delays",Flushing-Main St-bound 7 trains are delayed while we address a signal malfunction at Main St.,Main St,signal
1152,11/20/22 2:47,NYC,"BKLYN, D Train, Delays",D trains are delayed in both directions while we address a signal malfunction at Coney Island-Stillwell Av.,Coney Island-Stillwell Av,signal
1153,11/20/22 2:04,NYC,"MANH, N and Q Trains, Local to Express","Northbound N/Q trains are running express from Canal St to 34 St-Herald Sq while emergency teams respond to a person who was struck by a train at 28 St. For service to/from bypassed stations, take a southbound N/Q train. As an alternative for service between Brooklyn and Manhattan, consider 2/4 trains. For service between Manhattan and Queens, consider E/F service.",28 St,struck by a train
1156,11/20/22 1:40,NYC,"BKLYN, D Train, Delays",Northbound D trains are delayed while we remove a train car in need of cleaning from service at 55 St.,55 St,cleaning
1157,11/20/22 1:35,NYC,"MANH, N and Q Trains, Delays",Northbound N/Q trains are delayed while we investigate a report of an unauthorized person on the tracks at 28 St.,28 St,unauthorized person
1158,11/20/22 1:32,NYC,"BKLYN, D Train, Delays",Northbound D trains are running with delays after we moved a train that had its brakes activated near 9 Av.,9 Av,brake
1159,11/20/22 1:11,NYC,"MANH, A and D Trains, Delays",A/D trains are running with delays in both directions after emergency teams responded to a person struck by a train at 96 St.,96 St,person struck
1163,11/20/22 0:01,NYC,"QNS, M Train, Delays",Middle Village-bound M trains are delayed while NYPD responds to unauthorized people on the tracks at Middle Village-Metropolitan Av.,Middle Village-Metropolitan Av,unauthorized person
1165,11/19/22 23:55,NYC,"BKLYN, D Train, Delays",Southbound D trains are delayed while we remove a vandalized train from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,vandalized
1167,11/19/22 23:46,NYC,"MANH, N and R Trains, Delays",Northbound N/R trains are delayed while we investigate what caused a train's brakes to activate at Whitehall St-South Ferry.,Whitehall St-South Ferry,brake
1171,11/19/22 23:37,NYC,"BX, 1 Train, Delays",Southbound 1 trains are delayed while we remove a train with a door malfunction from service at 238 St.,238 St,door
1172,11/19/22 23:36,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we remove a train from service at Times Sq-42 St.,Times Sq-42 St,na
1173,11/19/22 23:17,NYC,"MANH, 1, 2, and 3 Trains, Multiple Changes","Northbound 1 trains are running express from Chambers St to 14 St while we investigate what caused a train's brakes to activate at Franklin St. For service to/from bypassed stations, take a southbound 1 train. You may wait longer for a northbound 2/3 train while they share the track with rerouted trains.",Franklin St,brake
1175,11/19/22 22:45,NYC,"BX, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train car in need of cleaning from service at 3 Av-138 St.,3 Av-138 St,cleaning
1178,11/19/22 22:23,NYC,"BKLYN, 2 Train, Delays",Southbound 2 trains are delayed while we request EMS for a person in need of assistance at Franklin Av-Medgar Evers College.,Franklin Av-Medgar Evers College,EMS
1180,11/19/22 22:10,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while we remove a train with a door problem from service at Canal St.,Canal St,door
1181,11/19/22 21:21,NYC,"MANH, J Train, Delays",J trains are running with extensive delays in both directions after we moved a train that had its emergency brakes activated at Fulton St.,Fulton St,brake
1182,11/19/22 21:17,NYC,"MANH, A, C, and D Trains, Delays","A/C/D trains are delayed in both directions while emergency teams respond to a person struck by a train at 96 St. Some northbound A trains will end their trips at Chambers St and turn for southbound service. Some northbound C trains will end their trips at Jay St-MetroTech or 42 St-Bryant Pk (via D ) and turn for southbound service. Some northbound D trains will end their trips at 42 St-Bryant Pk and turn for southbound service. As an alternative, consider taking 1/2/3/E/F trains.",96 St,person struck
1184,11/19/22 20:48,NYC,"MANH, C Train, Delays",Southbound C trains are delayed while emergency teams respond to a person struck by a train at 96 St.,96 St,person struck
1185,11/19/22 20:28,NYC,"MANH, J Train, Delays",Jamaica Center-bound J trains are delayed while we look into why a train's brakes were activated at Fulton St.,Fulton St,brake
1188,11/19/22 19:41,NYC,"BX, 4 Train, Delays",Northbound 4 trains are delayed because of an NYPD investigation at Kingsbridge Rd.,Kingsbridge Rd,investigation
1189,11/19/22 19:31,NYC,"BX, D Train, Delays",Southbound D trains are running with delays after we removed a train in need of cleaning from service at 161 St-Yankee Stadium.,161 St-Yankee Stadium,cleaning
